HR,Name,DM,glon,glat,vmag,spectype,parallax,Dmag,Sep,,
6507,,BD+00 3697,23.49,18.45,5.44,A8V,0.012,,,,83.33333333
6693,,CD-3015035,0.36,-3.19,5.16,M1Ib,0.012,1.8,5.5,,83.33333333
6694,,CD-3015035,0.36,-3.19,7.04,G8II,0.012,1.8,5.5,,83.33333333
6781,100    Her,BD+26 3178,52.54,20.6,5.86,A3V,0.012,0,14.3,,83.33333333
6782,100    Her,BD+26 3178,52.53,20.59,5.9,A3V,0.012,0,14.3,,83.33333333
6791,,BD+43 2892,70.55,25.9,5,G8IIICN-1CH-3,0.012,,,,83.33333333
6812,13Mu  Sgr,BD-21 4908,10,-1.6,3.86,B8Iap,0.012,2.9,0,,83.33333333
6920,43Phi Dra,BD+71  889,101.88,28.04,4.22,A0pSi:,0.012,1.7,0.2,,83.33333333
6970,,BD-11 4681,21.31,-1.4,5.14,G8III,0.012,,,,83.33333333
7031,,CD-3912864,356,-15.77,5.43,K3II+B7,0.012,,,,83.33333333
7295,53    Dra,BD+56 2209,87.56,19.81,5.12,G8III,0.012,,,,83.33333333
7564,Chi Cyg,BD+32 3593,68.54,3.28,4.23,S6+/1e,0.012,5.2,158,,83.33333333
7710,65The Aql,BD-01 3911,41.58,-18.08,3.23,B9.5III,0.012,9.6,113.7,,83.33333333
7730,30    Cyg,BD+46 2881,82.71,6.87,4.83,A5IIIn,0.012,1,337.5,,83.33333333
7828,43    Cyg,BD+48 3128,86.14,6.4,5.69,dF0,0.012,,,,83.33333333
7879,73    Dra,BD+74  872,108.43,20.04,5.2,A0pSrCrEu,0.012,,,,83.33333333
7901,75    Dra,BD+80  659,114.41,23.36,5.46,G9III,0.012,1.3,197.7,,83.33333333
7952,Zet Ind,CD-4613718,353.95,-39.24,4.89,K5III,0.012,,,,83.33333333
7965,Alp Mic,CD-3414660,9.88,-38.26,4.9,G7III,0.012,5,20.5,,83.33333333
8076,,CD-3216398,12.47,-41.42,5.18,K2III,0.012,,,,83.33333333
8151,The1Mic,CD-4114475,1.19,-44.95,4.82,ApCrEuSr,0.012,,,,83.33333333
8229,Xi  Gru,CD-4114550,0.56,-47.08,5.29,K0III,0.012,,,,83.33333333
8255,72    Cyg,BD+37 4359,86.01,-9.85,4.9,K0.5III,0.012,,,,83.33333333
8264,23Xi  Aqr,BD-08 5701,46.45,-40.34,4.69,A7V,0.012,2,0.1,,83.33333333
8414,34Alp Aqr,BD-01 4246,59.93,-42.07,2.96,G2Ib,0.012,9,113,,83.33333333
8478,16Lam PsA,CD-2817653,22.58,-55.28,5.43,B8III,0.012,,,,83.33333333
8629,,BD-04 5728,64.27,-50.9,6.31,F6V,0.012,0.5,0.3,,83.33333333
8716,,BD-05 5885,66.38,-54.55,5.72,K0III-IV,0.012,2,0.6,,83.33333333
8774,Kap Gru,CP-5410197,331.77,-56.77,5.37,K5III,0.012,,,,83.33333333
8865,95Psi3Aqr,BD-10 6094,67.31,-62.02,4.98,A0V,0.012,3.9,1.4,,83.33333333
8899,,BD+31 4901,102.29,-26.8,6.69,F4V w,0.012,,,,83.33333333
9002,107    Aqr,BD-19 6506,58.82,-72.75,5.29,F2III+F2V,0.012,1,6.6,,83.33333333
55,,BD+76    5,120.89,14.22,6.35,B8Vnn,0.013,0.3,0.8,,76.92307692
74,8Iot Cet,BD-09   48,98.98,-70.19,3.56,K1.5III,0.013,4.8,108.8,,76.92307692
104,,BD+43   92,118.57,-18.28,5.17,A2V s,0.013,,,,76.92307692
250,,BD+51  179,123.29,-10.18,6.27,A5m,0.013,3.4,8.2,,76.92307692
338,Zet Phe,CP-55  241,297.83,-61.71,3.92,B6V+B9V,0.013,4,6.6,,76.92307692
378,89    Psc,BD+02  185,135.63,-58.61,5.16,A3V,0.013,,,,76.92307692
399,36Psi Cas,BD+67  123,126.15,5.47,4.74,K0III,0.013,5.2,23.2,,76.92307692
414,94    Psc,BD+18  189,134.31,-42.85,5.5,K1III,0.013,,,,76.92307692
603,57Gam1And,BD+41  395,136.96,-18.56,2.26,K3-IIb,0.013,2.8,9.6,,76.92307692
604,57Gam2And,BD+41  395,136.97,-18.56,4.84,B8V+A0V,0.013,2.8,9.6,,76.92307692
667,Pi 1Hyi,CP-68  126,291.57,-47.42,5.55,M1III,0.013,,,,76.92307692
773,32Nu  Ari,BD+21  362,153.46,-34.47,5.43,A7V,0.013,,,,76.92307692
774,,BD+80   86,127.33,19.59,5.78,G8pBa3,0.013,,,,76.92307692
820,,BD+34  513,147.96,-21.64,6.3,A9V,0.013,2.1,1.5,,76.92307692
868,,CD-50  860,265.46,-57.38,4,M7IIIe,0.013,,,,76.92307692
1256,37    Tau,BD+21  585,171.28,-22.15,4.36,K0+III-IIIaFe-0.2,0.013,5,137.2,,76.92307692
1336,Alp Ret,CP-62  332,274.32,-41.65,3.35,G8II-III,0.013,8.6,48.5,,76.92307692
1383,42Xi  Eri,BD-04  818,197.82,-34.3,5.17,A2V,0.013,,,,76.92307692
1511,4    Cam,BD+56  973,151.27,7.54,5.3,A3m,0.013,7.5,99,,76.92307692
1560,61Ome Eri,BD-05 1068,203.75,-28.78,4.39,F4III+A6III,0.013,,,,76.92307692
1619,,BD+01  886,198.14,-23.33,6.24,B8V,0.013,1.3,14.2,,76.92307692
1652,Gam1Cae,CD-35 2089,238.6,-36.23,4.55,K3III,0.013,4.1,3,,76.92307692
1677,Bet Men,CP-71  309,282.77,-34.21,5.31,G8III,0.013,,,,76.92307692
1713,19Bet Ori,BD-08 1063,209.24,-25.25,0.12,B8Ia:,0.013,6.5,9.5,,76.92307692
1778,,BD-08 1107,210.5,-23.39,5.9,B8III,0.013,1.7,6,,76.92307692
2196,,CP-62  582,271.36,-28.89,5.05,K2-3III,0.013,,,,76.92307692
2227,5Gam Mon,BD-06 1469,214.4,-10.98,3.98,K1.5IIIBa0.3,0.013,9,51.4,,76.92307692
2247,75    Ori,BD+09 1173,200.16,-2.99,5.39,A2V,0.013,0.2,0.1,,76.92307692
2361,Lam CMa,CD-32 3066,240.64,-18.76,4.48,B4V,0.013,,,,76.92307692
2443,8Nu 3CMa,BD-18 1492,227.87,-11.11,4.43,K1-II-III,0.013,,,,76.92307692
2503,17    Mon,BD+08 1496,205.31,2.75,4.77,K4III,0.013,,,,76.92307692
2822,,CD-27 4020,241.24,-5.92,5.38,K2III,0.013,,,,76.92307692
3029,5    Pup,BD-11 2106,230.32,6.66,5.48,dF5,0.013,1.8,2,,76.92307692
3280,,CP-65  907,279.39,-16.22,5.07,K1III,0.013,,,,76.92307692
3366,33Eta Cnc,BD+20 2109,204.33,31.06,5.33,K3III,0.013,,,,76.92307692
3443,,CP-59 1075,276.18,-11.33,6.36,A0V,0.013,0.6,1.2,,76.92307692
3484,12    Hya,BD-13 2673,239.25,18.01,4.32,G8-IIIFe-1,0.013,9.3,19.9,,76.92307692
3588,,CD-46 4810,267.71,-0.9,5.18,Am,0.013,6,24.2,,76.92307692
3628,Kap Pyx,CD-25 6895,252.64,14.52,4.58,K4III,0.013,5.2,2.1,,76.92307692
3734,Kap Vel,CP-54 2219,275.88,-3.54,2.5,B2IV-V,0.013,,,,76.92307692
3853,13    Leo,BD+26 1991,203.37,47.78,6.24,gK2,0.013,,,,76.92307692
3909,8Gam Sex,BD-07 2909,245.57,34.17,5.05,A1V,0.013,0.5,0.4,,76.92307692
4443,,CD-28 8928,282.88,30.51,5.81,F8V,0.013,0.1,9.3,,76.92307692
4444,,CD-28 8928,282.88,30.51,5.64,F8V,0.013,0.1,9.3,,76.92307692
4530,Mu  Mus,CP-66 1649,296.76,-4.7,4.72,K4III,0.013,,,,76.92307692
4659,,BD+71  610,127.39,46.61,5.71,gK2,0.013,,,,76.92307692
4710,,CP-66 1752,300.26,-4.91,6.36,G8-K0IV,0.013,,,,76.92307692
4787,5Kap Dra,BD+70  703,125.21,47.26,3.87,B6IIIpe,0.013,,,,76.92307692
5109,81    UMa,BD+56 1667,110.49,60.74,5.6,A0V,0.013,,,,76.92307692
5150,82    Vir,BD-07 3674,323.42,52.16,5.01,M1.5III,0.013,,,,76.92307692
5176,,CD-49 8198,312.04,11.55,5.45,K2III,0.013,,,,76.92307692
5255,10    Boo,BD+22 2650,17.02,73.78,5.76,A0V s,0.013,,,,76.92307692
5260,Ups2Cen,CD-44 9040,315.6,15.53,4.34,F6II,0.013,,,,76.92307692
5683,Mu  Lup,CD-47 9860,326.86,8.05,4.27,B8Ve,0.013,0.1,1.3,,76.92307692
5739,9Tau1Ser,BD+15 2858,22.86,52.36,5.17,M1III,0.013,,,,76.92307692
5887,,BD+55 1779,87.05,47.62,5.86,A3m,0.013,3.5,2.1,,76.92307692
6112,5Rho Oph,CD-2312861,353.69,17.69,5.02,B2IV,0.013,0.7,3.2,,76.92307692
6113,5Rho Oph,CD-2312861,353.69,17.69,5.92,B2V,0.013,0.7,3.2,,76.92307692
6246,,BD+13 3233,31.51,32.94,5.91,A1V,0.013,4,5.3,,76.92307692
6424,39Omi Oph,CD-2413255,0.54,7.7,5.2,K0II-III,0.013,1.5,10.2,,76.92307692
6425,39Omi Oph,CD-2413255,0.55,7.71,6.8,F6IV-V,0.013,1.5,10.2,,76.92307692
6472,,BD-21 4597,3.79,8.01,5.85,G8III,0.013,6,4.3,,76.92307692
6536,23Bet Dra,BD+52 2065,79.58,33.31,2.79,G2Ib-IIa,0.013,8.9,4.2,,76.92307692
6876,108    Her,BD+29 3241,57.37,19.23,5.63,A5m,0.013,,,,76.92307692
6896,21    Sgr,BD-20 5134,11.74,-3.75,4.81,K2II,0.013,3.6,1.7,,76.92307692
6935,60    Ser,BD-02 4641,28.68,3.93,5.39,K0III,0.013,,,,76.92307692
6978,45    Dra,BD+56 2113,86.2,24.99,4.77,F7Ib,0.013,,,,76.92307692
7133,113    Her,BD+22 3524,53.63,9.42,4.59,G4III+A6V,0.013,7.9,35.7,,76.92307692
7314,21The Lyr,BD+37 3398,69.9,11.86,4.36,K0+II,0.013,4.7,100.2,,76.92307692
7392,,CD-4313395,355.03,-24.84,5.71,Am,0.013,,,,76.92307692
7402,,BD-07 4968,30.91,-11.62,6.61,F7-G1I-II,0.013,5.5,1.5,,76.92307692
7531,,CP-59 7534,338.02,-30.55,5.42,A0IV,0.013,1.5,0.5,,76.92307692
7635,12Gam Sge,BD+19 4229,57.97,-5.21,3.47,M0-III,0.013,,,,76.92307692
7904,,BD+29 4121,72.12,-6.72,5.68,K2III,0.013,,,,76.92307692
7928,11Del Del,BD+14 4403,60.14,-16.55,4.43,A7IIIpDel Del,0.013,,,,76.92307692
8198,,BD+25 4531,75.46,-17.08,5.68,A8III,0.013,,,,76.92307692
8225,2    Peg,BD+23 4325,74.39,-19.7,4.57,M1+III,0.013,8.1,29.8,,76.92307692
8291,76    Cyg,BD+40 4611,88.54,-9.06,6.11,A2V,0.013,4,62.1,,76.92307692
8334,10Nu  Cep,BD+60 2288,102.31,5.93,4.29,A2Ia,0.013,,,,76.92307692
8353,Gam Gru,CD-3714536,6.11,-51.47,3.01,B8III,0.013,,,,76.92307692
8411,Lam Gru,CD-4014639,2.22,-53.67,4.46,K3III,0.013,,,,76.92307692
8510,,BD+37 4537,92.44,-15.91,6.17,A9IIIp,0.013,2.7,15.7,,76.92307692
8586,39    Peg,BD+19 4949,83.91,-31.92,6.42,F1V,0.013,,,,76.92307692
8649,66    Aqr,BD-19 6324,41.88,-59.52,4.69,K4III,0.013,,,,76.92307692
9104,,BD+66 1679,118.41,4.71,5.67,K1III,0.013,,,,76.92307692
3,33    Psc,BD-06 6357,93.75,-65.93,4.61,K0IIIbCN-0.5,0.014,2.5,0,,
254,66    Psc,BD+18  122,123.96,-43.68,5.74,A1VN,0.014,0.8,0.5,,71.42857143
331,Ups Phe,CD-42  391,290.82,-75.25,5.21,A3IV,0.014,0.4,0.2,,71.42857143
343,33The Cas,BD+54  236,125.76,-7.61,4.33,A7V,0.014,5.9,145.6,,71.42857143
867,45Rho2Ari,BD+17  457,159.93,-35.45,5.91,M6-III:,0.014,,,,71.42857143
961,,BD+77  115,130.66,17.16,5.45,A6V,0.014,6.8,1.2,,71.42857143
1100,20    Eri,BD-17  699,207.47,-50.85,5.23,B9.5p,0.014,,,,71.42857143
1155,,BD+65  369,140.02,8.75,4.47,M2+IIab,0.014,,,,71.42857143
1181,28Tau7Eri,CD-24 1877,218.37,-50.3,5.24,A2,0.014,,,,71.42857143
1252,36    Tau,BD+23  609,169.67,-20.79,5.47,G0III+A4V,0.014,0,0,,71.42857143
1266,Iot Ret,CP-61  293,273.44,-43.64,4.97,K4III,0.014,,,,71.42857143
1317,,BD+80  133,130.89,21.5,5.43,gG6,0.014,,,,71.42857143
1396,73Pi  Tau,BD+14  697,180.99,-23.12,4.69,G7IIIaFe-1,0.014,,,,71.42857143
1726,16    Aur,BD+33 1000,173.07,-2.48,4.54,K2.5IIIbFe-1,0.014,5.8,4.2,,71.42857143
1821,118    Tau,BD+25  839,181.25,-5.1,5.47,B8.5V,0.014,0.8,4.8,,71.42857143
1851,34Del Ori,BD-00  982,203.84,-17.73,6.85,B2V,0.014,4.6,51.7,,71.42857143
1852,34Del Ori,BD-00  983,203.86,-17.74,2.23,O9.5II,0.014,4.6,51.7,,71.42857143
1872,38    Ori,BD+03  964,200.43,-15.27,5.36,A2V,0.014,,0.4,,71.42857143
1946,126    Tau,BD+16  841,190.09,-7.31,4.86,B3IV,0.014,0.4,0.4,,71.42857143
2119,38    Aur,BD+42 1473,169.6,10.05,6.1,K0II,0.014,,,,71.42857143
2163,,CD-23 3431,229.46,-19.78,5.47,Am,0.014,5.1,44.3,,71.42857143
2216,7Eta Gem,BD+22 1241,188.85,2.52,3.28,M3III,0.014,2,0,,71.42857143
2560,15    Lyn,BD+58  982,157.77,23.6,4.35,G5III-IV,0.014,1.2,0.9,,71.42857143
2674,,CP-58  826,269.54,-21.6,5.5,B9IV,0.014,0.8,1.6,,71.42857143
2791,,CD-38 3309,251.08,-11.94,5.25,A1V,0.014,,,,71.42857143
2905,69Ups Gem,BD+27 1424,192.6,21.06,4.06,M0III-IIIb,0.014,9,46.1,,71.42857143
2950,,BD+05 1742,213.79,13.2,6.02,A0III,0.014,0.3,1.1,,71.42857143
3003,81    Gem,BD+18 1733,201.86,20.14,4.88,K4III-IIIb,0.014,0,0.1,,71.42857143
3492,13Rho Hya,BD+06 2040,221.52,28.62,4.36,A0Vn,0.014,8.7,12.4,,71.42857143
3576,8Rho UMa,BD+68  551,146.63,37.23,4.76,M3III-IIIbCa1,0.014,,,,71.42857143
4028,,BD+18 2338,219.37,53.09,6.55,A9IV,0.014,0.3,1.1,,71.42857143
4138,,CP-71 1034,292.41,-12.07,4.74,A1V,0.014,,,,71.42857143
4171,Phi3Hya,BD-16 3100,262.88,35.46,4.91,G8IIIFe-0.5,0.014,,,,71.42857143
4248,45Ome UMa,BD+43 2058,171.16,61.35,4.71,A1V s,0.014,,,,71.42857143
4265,55    Leo,BD+01 2501,251.63,51.69,5.91,F2/3III/V,0.014,2,0,,71.42857143
4442,Omi2Cen,CP-58 3693,292.98,1.81,5.15,A2Ia,0.014,,,,71.42857143
4517,3Nu  Vir,BD+07 2479,262.86,64.18,4.03,M1IIIab,0.014,,,,71.42857143
4609,,BD+77  461,126.32,39.92,5.8,G9III,0.014,,,,71.42857143
4707,12    Com,BD+26 2337,222.5,83.4,4.81,G0III-IV+A3V,0.014,3.7,65.3,,71.42857143
4733,14    Com,BD+28 2115,210.06,84.43,4.95,F0p,0.014,,,,71.42857143
4808,,BD+07 2561,293.68,69.63,7.08,M4.5IIIe,0.014,,,,71.42857143
4821,,BD-12 3676,299.1,49.78,6.08,F3Vn,0.014,0.1,5.4,,71.42857143
4822,,BD-12 3676,299.1,49.78,5.98,F5V,0.014,0.1,5.4,,71.42857143
4847,32    Vir,BD+08 2639,298.61,70.5,5.22,F0IIIm,0.014,,,,71.42857143
4975,,CP-59 4815,305.55,2.85,4.6,B8V,0.014,0.4,0.1,,71.42857143
5154,83    UMa,BD+55 1625,108.18,61.01,4.66,M2IIIabBa0.5,0.014,,,,71.42857143
5215,,BD+35 2493,67.1,75.16,5.87,M2III,0.014,,,,71.42857143
5226,10    Dra,BD+65  963,112.77,51.21,4.65,M3.5III,0.014,7.7,90.2,,71.42857143
5245,,BD+32 2411,56.03,75.11,6.32,F4IV-V,0.014,,,,71.42857143
5485,,CD-34 9868,327.48,22.29,4.05,K3IIIb,0.014,,,,71.42857143
5660,1    Lup,CD-3111813,335.5,22.15,4.91,F1II,0.014,,,,71.42857143
5705,Phi1Lup,CD-3510236,333.96,17.39,3.56,K5III,0.014,10.9,17.3,,71.42857143
5781,,CD-4410239,331.02,8.76,4.54,B3IVp,0.014,1.9,2.4,,71.42857143
5889,10Del CrB,BD+26 2737,41.88,50.37,4.63,G3.5III-IVFe-1,0.014,,,,71.42857143
6047,9    Her,BD+05 3165,17.55,37.18,5.48,gK5,0.014,,,,71.42857143
6147,8Phi Oph,BD-16 4298,0.13,21.08,4.28,G8+IIIa,0.014,6.8,120,,71.42857143
6151,The TrA,CP-65 3331,323.54,-12.06,5.52,G8-K0III,0.014,,,,71.42857143
6161,15    Dra,BD+69  850,101.11,37.87,5,A0III,0.014,,,,71.42857143
6234,45    Her,BD+05 3272,22.85,29.8,5.24,B9pCr:,0.014,5.2,122.7,,71.42857143
6333,,BD+25 3183,46.57,34.37,5.75,gG7,0.014,,,,71.42857143
6375,,BD-10 4445,11.15,16.99,5.56,F5IV,0.014,,,,71.42857143
6417,Zet Aps,CP-67 3310,324.4,-17.1,4.78,K2-III,0.014,,,,71.42857143
6421,,BD+63 1336,92.5,35.14,5.56,F0IV,0.014,,,,71.42857143
6509,77    Her,BD+48 2517,74.7,33.66,5.85,A4V,0.014,,,,71.42857143
6677,90    Her,BD+40 3233,66.09,27.66,5.16,K1IIIbCN-1,0.014,3.3,1.6,,71.42857143
6765,98    Her,BD+22 3273,48.53,19.55,5.06,M3-IIIZrO 0+,0.014,,,,71.42857143
6801,11    Sgr,CD-2314047,7.46,-2.45,4.98,K0III,0.014,5.7,42.1,,71.42857143
6831,,BD+29 3213,56.22,20.27,6.56,F8V,0.014,,,,71.42857143
7006,,BD+77  699,108.91,27.61,5.64,gK4,0.014,,,,71.42857143
7087,Kap Tel,CP-5211268,344.16,-21.27,5.17,G8-K0III,0.014,,,,71.42857143
7180,52Ups Dra,BD+71  915,102.15,25.36,4.82,K0IIIBa0.2,0.014,,,,71.42857143
7315,25Ome1Aql,BD+11 3790,46.24,-0.49,5.28,F0IV,0.014,,,,71.42857143
7405,6Alp Vul,BD+24 3759,58.99,3.4,4.44,M0III,0.014,1.4,413.7,,71.42857143
7514,,BD+41 3469,75.61,8.83,5.84,M0IIIab,0.014,,,,71.42857143
7576,20    Cyg,BD+52 2547,86.23,13.14,5.03,K3IIICN1,0.014,,,,71.42857143
7604,59    Sgr,CD-2714399,14.05,-25.56,4.52,K2.5IIb,0.014,,,,71.42857143
7618,60    Sgr,CD-2614682,15.23,-25.67,4.83,G6IIIBa0.2,0.014,,,,71.42857143
7660,26    Cyg,BD+49 3158,84.49,10.28,5.05,K1II-III,0.014,3.8,41.8,,71.42857143
7673,Xi  Tel,CP-53 9794,345.55,-32.57,4.94,M1IIab,0.014,,,,71.42857143
7751,32    Cyg,BD+47 3059,83.67,7.05,3.98,K3Ib+B3V,0.014,5.5,208.9,,71.42857143
7802,,BD+42 3721,80.46,3.32,6.2,K0III,0.014,1.8,93.2,,71.42857143
7806,39    Cyg,BD+31 4062,71.72,-3.02,4.43,K2.5IIIFe-0.5,0.014,,,,71.42857143
7834,41    Cyg,BD+29 4057,70.91,-5.04,4.01,F5II,0.014,,,,71.42857143
8160,16    Aqr,BD-05 5524,47.47,-35.11,5.87,gG7,0.014,,,,71.42857143
8173,1    Peg,BD+19 4691,70.05,-20.92,4.08,K1III,0.014,4.9,36.2,,71.42857143
8238,8Bet Cep,BD+69 1173,107.54,14.03,3.23,B1IV,0.014,4.6,13.4,,71.42857143
8410,32    Aqr,BD-01 4242,59.1,-42.22,5.3,A5m,0.014,,,,71.42857143
8413,22Nu  Peg,BD+04 4800,65.37,-38.64,4.84,K4III,0.014,,,,71.42857143
8623,,CD-3118920,18.02,-61.2,5.87,K3III,0.014,,,,71.42857143
8739,52    Peg,BD+10 4859,84.23,-42.55,5.75,A8V+F6V,0.014,1.3,0.7,,71.42857143
8947,15    And,BD+39 5114,107.4,-20.31,5.59,A1Vp,0.014,,,,71.42857143
8994,,CP-71 2771,310.84,-45.59,6.07,G8-K0IV,0.014,,,,71.42857143
9008,5Tau Cas,BD+57 2804,114.63,-3.18,4.87,K1IIIa,0.014,,,,71.42857143
45,89Chi Peg,BD+19   27,111.3,-41.83,4.8,M2+III,0.015,,,,66.66666667
93,12    Cas,BD+61   69,119.79,-0.88,5.4,B9III,0.015,,,,66.66666667
109,,CD-40   93,321.94,-76.35,5.43,M0III,0.015,,,,66.66666667
211,57    Psc,BD+14  111,121.19,-47.38,5.38,M4IIIa,0.015,,,,66.66666667
351,84Chi Psc,BD+20  172,129.18,-41.59,4.66,G8.5III-IIIa,0.015,,,,66.66666667
373,39    Cet,BD-03  172,137.75,-64.64,5.41,G5IIIe+dA,0.015,5.7,177.6,,66.66666667
430,49    And,BD+46  370,129.75,-15.35,5.27,K0III,0.015,,,,66.66666667
437,99Eta Psc,BD+14  231,137.01,-46.43,3.62,G7IIIa,0.015,3.6,0.8,,66.66666667
657,21    Ari,BD+24  329,146.07,-34.01,5.58,F6V,0.015,0.3,0.2,,66.66666667
670,62    And,BD+46  552,137.99,-12.91,5.3,A1V,0.015,,,,66.66666667
710,,BD-15  426,189.53,-65.08,5.83,A6VpSrCr,0.015,3,12,,66.66666667
724,Phi For,CD-34  905,236.68,-68.2,5.14,A2V,0.015,,,,66.66666667
1001,,BD+48  893,146.67,-6.74,5.93,F6V,0.015,3.5,205.8,,66.66666667
1205,,BD+60  768,143.53,5.9,5,K3I-II+A3V:,0.015,3.2,1.7,,66.66666667
1240,36Tau9Eri,CD-24 2022,219.65,-47.62,4.66,B6V+B9.5V,0.015,,,,66.66666667
1304,,BD+82  113,128.84,23.15,5.46,G8III,0.015,,,,66.66666667
1318,39    Eri,BD-10  867,203.58,-39.45,4.87,K3III,0.015,3.7,6.4,,66.66666667
1357,,CP-61  317,272.3,-42.01,6.37,ApEuCrSr:,0.015,0.5,0.4,,66.66666667
1370,,BD+20  744,175.26,-19.97,5.91,"M0IIIab+A,F",0.015,3,2,,66.66666667
1468,,BD+76  174,135.05,19.65,6.49,F7V,0.015,,,,66.66666667
1741,,BD+19  893,184.18,-9.8,6.08,G8II-III+G1IV-V,0.015,3.5,9,,66.66666667
1963,51    Ori,BD+01 1105,203.54,-14.59,4.91,K1III,0.015,,,,66.66666667
2004,53Kap Ori,BD-09 1235,214.51,-18.5,2.06,B0.5Ia,0.015,,,,66.66666667
2772,47    Cam,BD+60 1048,156.84,27.03,6.35,A8m,0.015,4.5,2.2,,66.66666667
2820,1    CMi,BD+11 1578,206.17,12.67,5.3,A5IV,0.015,,,,66.66666667
2969,,BD+50 1460,167.94,28.72,5.27,A0IIIn,0.015,,,,66.66666667
3263,,BD+61 1043,156.2,34.52,6.41,K0III,0.015,,,,66.66666667
3337,,BD-02 2581,226.88,20.2,6.39,A5m,0.015,0.1,0.4,,66.66666667
3379,,BD+74  370,140.44,33.48,6.15,G7III,0.015,,,,66.66666667
3422,34    Lyn,BD+46 1422,174.42,37.76,5.37,G8IV,0.015,,,,66.66666667
3679,,CP-55 2035,275.5,-4.72,5.27,G8II-III,0.015,,,,66.66666667
3817,,CD-48 4802,273.03,2.04,5.12,B4IV,0.015,0.8,2.1,,66.66666667
3916,,CD-26 7505,261.1,20.7,6.3,G1V,0.015,4,1.3,,66.66666667
3981,15Alp Sex,BD+00 2615,241.11,42.07,4.49,A0III,0.015,,,,66.66666667
4086,,CD-37 6509,273.35,16.22,5.33,A8V,0.015,,,,66.66666667
4259,54    Leo,BD+25 2314,211.59,63.91,4.5,A1V,0.015,1.9,6.5,,66.66666667
4260,54    Leo,BD+25 2314,211.6,63.91,6.3,A2Vn,0.015,1.9,6.5,,66.66666667
4432,87    Leo,BD-02 3360,266.78,54.07,4.77,K3.5IIIFe-1,0.015,,,,66.66666667
4503,,CD-31 9181,286.29,28.11,5.22,K5III+F7V,0.015,3.1,67,,66.66666667
4844,Bet Mus,CP-67 2064,302.45,-5.24,3.05,B2.5V,0.015,0.2,1.3,,66.66666667
5394,,BD+08 2858,356.35,60.92,6.19,K4III,0.015,,,,66.66666667
5479,,BD+80  448,117.41,36.35,6.26,K3III,0.015,,,,66.66666667
5633,,BD+19 2924,24.65,57.61,6.02,A3V,0.015,0.1,0.1,,66.66666667
5714,11    UMi,BD+72  678,108.72,41.04,5.02,K4III,0.015,,,,66.66666667
5798,,CD-51 9324,326.99,2.5,5.44,A0V,0.015,4.5,53.4,,66.66666667
5833,7Zet1CrB,BD+37 2665,58.7,53.41,6,B9V,0.015,1,6.4,,66.66666667
5834,7Zet2CrB,BD+37 2665,58.7,53.41,5.07,B7V,0.015,1,6.4,,66.66666667
5899,38Rho Ser,BD+21 2829,34.44,48.7,4.76,K5-III,0.015,,,,66.66666667
6199,,BD+56 1907,84.94,40.67,5.29,K1III,0.015,,,,66.66666667
6318,30    Oph,BD-04 4215,15.58,22.18,4.82,K4III,0.015,4.8,94.1,,66.66666667
6377,,BD+36 2827,59.31,35.58,5.39,A5-F1III/IVm s,0.015,0.1,0.1,,66.66666667
6550,,BD+41 2850,66.6,31.66,5.74,gK1,0.015,,,,66.66666667
6673,,BD+40 3228,66.01,27.88,6.04,gK4,0.015,,,,66.66666667
6794,101    Her,BD+20 3675,46.68,18.1,5.1,A8III,0.015,,,,66.66666667
6884,Zet Sct,BD-09 4712,21.81,2.03,4.68,G9-IIIbFe-0.5,0.015,,,,66.66666667
7352,60Tau Dra,BD+73  857,104.73,24.21,4.45,K2+IIIbCN1Fe1,0.015,,,,66.66666667
7434,,CP-58 7627,339.28,-28.86,6.18,K0III,0.015,,,,66.66666667
7601,,BD+23 3829,61.6,-1.87,5.52,A0III,0.015,,,,66.66666667
7615,21Eta Cyg,BD+34 3798,71.02,3.36,3.89,K0III,0.015,7.7,46,,66.66666667
7693,,BD+08 4344,50.35,-12.29,6.43,F3V,0.015,2.1,3.1,,66.66666667
7871,4Zet Del,BD+14 4353,58.63,-15.16,4.68,A3V,0.015,,,,66.66666667
7942,52    Cyg,BD+30 4167,73.3,-7.63,4.22,G9.5III,0.015,5,6.1,,66.66666667
8077,4    Equ,BD+05 4697,55.39,-26.18,5.94,F8V,0.015,6.4,34.9,,66.66666667
8319,48Lam Cap,BD-12 6087,43.64,-43.91,5.58,A1V,0.015,,,,66.66666667
8324,,BD+71 1082,109.65,14.5,5.17,K0III,0.015,,,,66.66666667
8344,13    Peg,BD+16 4612,72.97,-27.52,5.29,F2III-IV,0.015,2,0.2,,66.66666667
8493,,BD+72 1022,112.05,13.88,6.08,K0II-III+A3V,0.015,2.3,28.7,,66.66666667
8516,47    Aqr,BD-22 5897,33.84,-55.56,5.13,K2III,0.015,,,,66.66666667
8552,Nu  Gru,CD-3914723,1.71,-58.04,5.47,G9III,0.015,7,27.3,,66.66666667
8680,,CD-3316244,13.31,-63.19,6.33,F0V+F3V,0.015,0.2,0.3,,66.66666667
8762,1Omi And,BD+41 4664,102.21,-16.1,3.62,B6IIIpe+A2p,0.015,0.5,0.3,,66.66666667
8930,14    And,BD+38 5023,106.41,-21.05,5.22,K0III,0.015,,,,66.66666667
8987,,BD-16 6345,65.53,-70.18,5.28,K4III,0.015,,,,66.66666667
